Athlete_ID,Age,Gender,Sport_Type,Exercise_Type,Duration_Minutes,Intensity_Level,Heart_Rate,Calories_Consumed,Protein_g,Carbs_g,Fats_g,Sleep_Hours,Hydration_Level,Fatigue_Score,Injury_History,Recovery_Time_Days,Speed_Score,Endurance_Score,Strength_Score
7185,19,Male,Running,Cardio,69,Medium,129,2115,151,153,71,8.3,Low,8,Minor,13,6.53,7.62,1.07
8572,27,Female,Basketball,Endurance,69,Medium,147,2581,89,129,20,7.8,High,2,Moderate,36,8.62,4.54,9.94
1831,18,Female,Running,Strength,46,Medium,64,1548,140,329,48,7.5,High,6,,0,16.7,4.06,5.83
4322,27,Female,Running,Cardio,46,Medium,174,3719,129,431,21,9.0,High,9,,0,17.69,7.27,7.94
9322,32,Female,Tennis,Cardio,73,Medium,91,2023,66,374,29,9.6,Moderate,4,Moderate,60,8.76,7.21,8.7
7516,27,Female,Volleyball,Strength,35,High,68,3294,196,385,52,6.6,Moderate,9,,0,6.56,8.17,6.51
5849,28,Male,Boxing,Strength,72,Low,124,2190,152,321,83,7.3,Low,8,,0,19.54,5.18,2.31
5556,24,Male,Basketball,Endurance,59,High,174,3167,128,449,61,6.1,Low,3,,0,12.07,6.88,9.03
146,38,Female,Basketball,Cardio,57,Medium,178,2856,77,222,78,9.2,Moderate,7,,0,8.88,4.45,2.24
7588,38,Male,Football,Strength,88,Medium,131,2658,189,266,66,7.5,High,3,,0,13.42,4.81,9.3
2244,33,Female,Running,Endurance,48,Medium,123,1648,184,193,28,7.7,High,1,,0,10.77,8.55,2.94
2444,33,Female,Football,Strength,99,Low,171,1501,93,368,47,4.0,Moderate,9,,0,5.81,4.23,5.27
8330,33,Female,Tennis,Cardio,99,High,78,3210,124,183,60,6.6,Low,6,Minor,22,5.11,2.56,9.95
4967,38,Male,Running,Strength,100,High,146,1556,188,456,60,5.7,Low,6,,0,16.02,3.98,8.49
4884,30,Female,Basketball,Endurance,49,High,179,2914,75,361,79,4.9,Low,6,Moderate,19,7.67,7.53,3.76
7936,38,Female,Basketball,Endurance,64,High,172,2700,93,413,97,4.3,High,9,,0,7.24,7.04,7.86
5505,29,Female,Boxing,Cardio,52,Medium,107,3501,119,189,74,7.7,High,3,,0,6.9,6.79,4.89
171,21,Female,Football,Endurance,40,Low,164,1945,109,412,42,8.9,High,1,Minor,69,10.84,7.23,8.14
3901,28,Male,Baseball,Cardio,73,Medium,144,3499,72,198,76,5.1,Low,7,Moderate,65,15.26,4.28,2.01
2088,35,Female,Tennis,Cardio,62,High,158,1841,137,494,30,8.4,High,9,,0,8.08,8.05,8.41
7290,26,Female,Football,Endurance,50,High,111,3013,74,267,77,4.5,High,3,Moderate,87,9.75,8.79,9.43
5402,23,Female,Hockey,Endurance,46,Low,61,2132,146,252,98,8.1,High,5,Minor,46,11.38,8.97,4.07
6292,27,Male,Football,Strength,61,Medium,151,3932,181,185,48,8.7,Low,8,Moderate,10,17.22,2.47,7.31
5056,35,Female,Wrestling,Strength,116,Medium,65,1930,107,171,28,7.5,High,9,Minor,49,13.83,7.05,9.57
7087,36,Male,Running,Strength,32,Low,149,1722,169,153,97,5.9,Moderate,3,,0,11.26,7.29,8.45
5527,37,Female,Basketball,Cardio,95,High,102,2134,157,275,30,4.2,Moderate,3,Minor,35,9.97,1.62,3.76
7816,35,Female,Football,Strength,76,Medium,65,2497,53,354,40,9.3,Moderate,1,,0,15.43,1.14,9.2
4548,24,Male,Hockey,Cardio,105,Medium,133,2249,138,473,56,5.4,High,6,,0,17.17,6.61,1.26
4845,32,Female,Baseball,Cardio,60,Low,112,3051,159,386,33,7.8,Low,3,,0,13.36,8.56,1.36
3793,31,Female,Running,Endurance,65,Low,83,2496,130,423,59,4.6,High,8,Moderate,68,12.31,1.2,5.75
1892,39,Male,Football,Strength,109,Medium,64,2483,65,465,54,6.5,High,3,,0,12.98,2.73,4.49
9334,22,Male,Football,Endurance,85,High,158,1739,122,382,40,9.3,Low,4,,0,15.53,5.79,8.62
3392,25,Male,Boxing,Cardio,45,Medium,85,2234,60,174,64,5.1,High,7,,0,18.63,7.92,6.86
8159,32,Female,Football,Endurance,84,High,66,3557,64,249,76,7.3,Low,2,Severe,55,6.1,4.39,2.39
5998,29,Male,Football,Cardio,102,Medium,103,2792,125,420,27,8.7,Low,6,Minor,21,12.7,7.94,2.5
2512,39,Female,Running,Cardio,52,Low,152,2343,178,240,24,5.3,Low,6,Minor,39,10.84,3.92,9.78
6751,37,Male,Basketball,Cardio,88,Low,164,3497,145,404,29,8.5,Low,6,,0,18.04,2.78,6.18
3610,25,Male,Baseball,Cardio,114,Low,89,2264,155,405,24,7.1,High,1,Minor,23,19.38,7.01,3.84
3121,38,Female,Baseball,Cardio,110,High,173,3979,137,330,75,8.7,High,1,Moderate,24,5.79,1.78,7.28
7037,25,Female,Volleyball,Strength,86,Medium,144,1619,54,243,70,6.9,Low,1,Moderate,64,16.17,5.16,3.53
1328,19,Female,Football,Cardio,66,Low,160,2048,165,441,34,6.9,Low,2,,0,19.01,2.29,7.67
9647,39,Male,Basketball,Endurance,69,Low,63,1577,104,328,30,8.6,Low,1,Minor,42,17.52,9.47,2.92
8699,37,Female,Hockey,Strength,41,Medium,136,3445,148,285,88,4.7,Moderate,5,,0,16.93,9.81,3.73
2562,33,Female,Football,Cardio,63,High,81,1802,50,439,70,5.7,Moderate,2,,0,7.98,2.47,4.1
8421,34,Male,Hockey,Endurance,105,Low,128,2838,68,137,33,9.0,Low,7,,0,6.88,1.55,9.34
8684,24,Female,Football,Cardio,45,Medium,93,3334,152,459,85,4.5,Low,5,Moderate,58,19.3,9.98,8.38
4751,24,Female,Cricket,Strength,81,Medium,77,2681,113,288,50,4.0,Moderate,3,,0,12.59,9.39,3.13
163,30,Female,Basketball,Cardio,35,Low,152,2347,190,444,34,9.1,Moderate,3,Minor,30,12.12,4.15,4.59
8595,36,Female,Volleyball,Strength,110,High,154,1890,53,496,41,6.6,High,1,,0,10.06,5.95,7.45
6,25,Male,Wrestling,Endurance,64,Medium,63,1516,169,121,26,5.4,Moderate,7,Minor,66,15.58,2.87,9.23
4738,38,Male,Wrestling,Cardio,109,Low,88,3285,159,244,52,6.8,Low,9,,0,17.39,6.84,2.37
5111,18,Male,Cricket,Endurance,58,High,61,1884,95,304,65,8.6,High,6,Moderate,72,6.4,3.04,6.6
5723,33,Male,Running,Endurance,51,Low,141,3270,180,492,61,8.6,Moderate,5,,0,5.49,7.98,2.28
3581,26,Female,Football,Cardio,96,Medium,127,1530,155,250,69,8.5,Moderate,3,,0,5.38,9.76,6.94
4520,31,Male,Football,Cardio,79,Medium,143,2588,153,326,60,5.6,High,4,,0,16.66,4.63,3.34
7257,23,Female,Running,Strength,61,Low,109,1964,55,180,46,5.6,Moderate,1,Moderate,88,8.1,8.85,6.53
9331,18,Male,Football,Strength,81,Low,174,1922,115,379,85,5.5,Low,5,,0,18.7,7.14,6.3
4969,37,Male,Cricket,Cardio,81,Low,172,2130,126,115,29,5.5,Low,4,,0,13.78,3.05,5.8
2613,22,Female,Volleyball,Endurance,35,Medium,114,2860,148,388,26,7.1,High,5,,0,16.8,2.99,4.73
3437,33,Male,Basketball,Strength,96,Medium,83,3052,138,432,36,8.2,High,2,Minor,8,13.87,2.0,8.33
1604,25,Female,Boxing,Strength,74,Medium,98,3389,162,186,76,8.9,High,3,Minor,86,10.06,3.22,9.67
9702,20,Male,Tennis,Cardio,105,High,82,3282,195,432,61,9.4,Low,6,,0,5.59,9.05,3.78
161,22,Male,Hockey,Cardio,56,Low,64,1978,164,264,85,4.0,High,9,,0,19.1,5.38,8.44
4313,34,Female,Tennis,Endurance,43,High,75,1510,86,437,52,4.0,Moderate,8,Moderate,11,7.29,2.82,3.42
2426,25,Female,Running,Endurance,78,Low,94,1696,102,463,90,4.2,Low,1,Minor,45,15.67,3.6,5.22
6024,22,Female,Hockey,Strength,33,High,146,3946,99,296,77,9.1,Moderate,1,,0,6.56,7.04,7.87
3946,21,Male,Cricket,Cardio,106,High,173,2777,138,220,75,9.2,Moderate,5,,0,12.87,3.12,3.25
2304,35,Male,Running,Cardio,60,High,167,2715,137,112,44,7.5,Low,7,,0,12.32,3.36,8.92
8600,23,Female,Cricket,Endurance,100,High,103,2057,85,335,63,9.5,High,8,Moderate,25,15.68,9.0,8.28
5540,29,Female,Running,Cardio,92,Medium,171,3988,164,459,75,4.1,Moderate,1,,0,16.96,6.11,2.34
200,18,Female,Running,Cardio,87,Low,167,2238,82,415,71,7.8,Moderate,3,,0,19.09,2.08,3.08
9285,34,Female,Football,Cardio,98,High,67,2852,127,126,89,9.5,Low,3,,0,7.25,2.87,3.03
9379,37,Male,Volleyball,Cardio,113,High,173,2405,122,174,95,9.7,High,8,,0,13.67,4.23,4.85
7672,27,Female,Tennis,Endurance,101,High,164,3615,115,103,75,4.3,Moderate,5,,0,14.83,6.48,5.59
1793,20,Female,Basketball,Endurance,109,High,102,2061,105,255,77,9.4,Moderate,2,,0,8.87,2.4,8.24
9163,30,Female,Football,Endurance,62,High,158,3525,145,201,67,5.9,Moderate,1,Moderate,7,6.67,2.25,6.25
9970,37,Female,Baseball,Endurance,92,High,97,1929,167,342,66,5.6,Moderate,6,Severe,84,14.18,8.59,6.99
1396,21,Female,Boxing,Cardio,80,Medium,102,1595,181,383,34,8.7,Moderate,5,,0,17.73,1.45,9.11
2558,28,Male,Volleyball,Endurance,42,Low,151,3163,104,247,33,5.5,Low,7,,0,7.39,3.98,4.33
7042,28,Female,Tennis,Cardio,33,Medium,88,3735,121,332,66,4.6,Low,6,,0,18.08,8.99,6.23
1067,19,Female,Basketball,Endurance,37,Medium,176,2549,104,275,58,8.7,High,5,,0,11.75,2.95,2.89
567,24,Female,Cricket,Cardio,88,High,157,2666,67,144,58,7.0,Low,5,,0,14.71,8.92,2.04
7921,27,Male,Football,Endurance,58,High,73,3896,128,318,46,7.1,Low,6,,0,9.83,8.79,2.34
9530,31,Female,Tennis,Cardio,107,Medium,101,3700,94,453,74,9.4,High,6,Minor,36,15.61,7.74,8.42
9507,36,Female,Hockey,Endurance,68,High,150,3723,78,372,58,6.2,Moderate,6,Moderate,69,10.6,5.98,2.77
9548,19,Male,Running,Endurance,79,Low,123,2014,144,456,90,6.9,Moderate,6,,0,10.04,6.3,6.48
6736,35,Female,Hockey,Endurance,73,Low,124,2037,125,283,55,6.4,Moderate,8,,0,6.65,6.84,8.41
6910,31,Male,Football,Cardio,114,Low,125,3052,50,205,45,9.3,Moderate,7,Moderate,18,16.2,2.39,2.52
9784,26,Female,Running,Endurance,104,Medium,167,3940,113,375,98,6.7,Moderate,8,Moderate,86,10.67,2.15,7.47
2774,23,Female,Volleyball,Endurance,87,High,112,1598,109,313,26,9.5,Low,2,,0,10.97,2.49,6.37
5685,26,Male,Tennis,Cardio,37,Medium,179,1590,183,331,20,8.2,Moderate,5,,0,11.92,1.79,3.23
2917,35,Female,Cricket,Endurance,112,Low,161,1527,151,373,66,4.8,High,3,,0,18.52,7.1,9.17
6777,21,Male,Running,Strength,117,Low,95,2079,190,201,75,8.8,High,8,,0,18.79,2.23,3.42
8144,24,Male,Boxing,Cardio,75,High,79,3319,173,426,70,5.4,High,2,Moderate,44,14.58,6.74,8.73
6023,33,Female,Boxing,Cardio,118,Low,176,2295,156,467,59,4.1,Moderate,7,,0,12.82,9.73,4.87
7767,26,Male,Football,Strength,43,High,130,2681,138,363,39,6.9,Low,4,,0,6.74,8.93,9.1
2645,37,Male,Running,Strength,84,Low,161,3592,150,281,43,5.4,High,1,Minor,38,13.96,6.31,5.71
6797,19,Female,Football,Endurance,45,Low,132,1589,59,276,58,7.5,Low,3,Moderate,63,17.05,6.74,8.37
2597,27,Female,Basketball,Strength,100,Medium,125,3244,61,323,86,8.7,Low,9,Minor,82,13.94,3.1,4.51
3239,39,Female,Running,Cardio,74,High,82,3888,173,212,98,4.9,Moderate,1,Moderate,58,19.21,5.75,2.5
217,24,Female,Volleyball,Endurance,76,High,75,1711,123,248,80,9.1,High,8,Severe,17,19.55,7.11,2.17
7532,39,Female,Football,Cardio,80,Medium,91,3760,128,303,91,8.6,Moderate,8,,0,11.06,3.51,2.17
6550,32,Male,Running,Cardio,39,High,168,3075,106,169,73,8.5,Moderate,3,Minor,36,15.32,4.64,7.48
173,18,Male,Hockey,Strength,116,Low,158,2720,89,436,94,6.9,Low,3,,0,5.95,5.63,4.66
1832,38,Male,Tennis,Strength,35,Medium,78,1618,158,112,39,7.8,Low,9,,0,15.26,7.74,2.63
8089,22,Male,Football,Endurance,68,Low,106,3791,72,209,64,4.1,Low,2,,0,6.31,7.01,8.33
8278,19,Female,Basketball,Strength,91,High,147,2557,103,394,28,4.9,Low,8,Minor,40,17.56,2.21,9.62
2278,30,Male,Boxing,Endurance,47,High,115,2692,71,377,49,4.4,Moderate,1,,0,7.68,2.65,8.89
7784,23,Male,Football,Cardio,99,Low,66,2824,178,303,71,5.4,Low,5,Minor,29,16.09,7.03,2.16
4139,25,Female,Hockey,Endurance,38,High,138,2711,165,400,63,5.8,Moderate,7,,0,10.33,6.53,2.43
6093,23,Female,Boxing,Strength,53,High,93,2360,192,380,25,4.3,Low,8,Minor,24,18.23,9.8,6.56
2583,38,Male,Football,Endurance,42,Medium,130,2792,162,356,68,6.1,High,6,,0,11.22,4.21,2.98
7858,25,Female,Basketball,Cardio,56,High,165,3173,87,230,91,7.0,Low,2,,0,19.05,3.57,3.56
732,21,Female,Boxing,Strength,103,Low,85,3406,143,485,83,6.6,High,6,Minor,74,16.05,3.18,9.74
6294,31,Male,Cricket,Cardio,118,Medium,103,2649,120,442,49,6.3,High,8,Moderate,66,10.41,5.43,9.61
9894,18,Female,Basketball,Cardio,87,High,94,2522,59,381,81,7.8,High,3,Minor,76,18.38,2.25,2.01
3202,18,Male,Hockey,Cardio,76,Low,129,1653,145,446,49,9.4,Moderate,1,,0,10.92,8.28,7.1
5789,32,Male,Basketball,Cardio,39,Medium,76,1513,138,365,48,6.7,High,8,,0,10.72,9.1,5.91
675,18,Male,Football,Cardio,101,Low,170,1956,119,171,39,8.3,Moderate,6,,0,14.62,7.82,8.02
2870,34,Female,Basketball,Cardio,94,Medium,95,3511,59,196,89,6.3,Moderate,2,,0,5.48,8.21,6.18
27,37,Male,Volleyball,Cardio,79,Low,145,3964,171,206,50,4.6,Moderate,6,,0,11.91,8.91,1.54
8112,25,Male,Football,Endurance,108,Medium,60,2766,144,167,52,5.1,High,2,,0,6.89,8.63,1.91
9125,37,Male,Football,Cardio,117,Low,106,1991,157,389,69,7.4,High,4,,0,7.86,4.7,4.52
6358,39,Male,Running,Strength,80,Low,161,1815,110,334,48,8.6,Moderate,7,,0,10.74,7.38,7.02
461,34,Female,Volleyball,Cardio,103,Medium,166,2762,181,110,35,4.4,High,3,,0,6.61,3.13,7.21
3616,24,Male,Running,Cardio,30,Low,108,2599,69,223,50,8.7,Moderate,7,,0,5.3,2.56,3.36
5560,35,Male,Running,Cardio,98,High,162,2662,161,240,80,9.3,Low,7,Moderate,65,7.02,3.15,4.85
9000,37,Male,Running,Strength,115,High,79,2555,130,421,82,4.0,Low,8,Minor,47,17.99,6.92,4.02
8179,31,Male,Running,Strength,98,Low,125,2166,163,192,99,9.4,Low,6,Severe,77,12.02,9.29,9.44
3029,23,Male,Hockey,Strength,36,High,163,2518,149,426,95,4.3,Low,2,Minor,36,6.5,2.41,5.69
8927,36,Female,Running,Strength,114,Medium,170,2042,68,100,62,7.9,Moderate,7,Minor,19,10.01,2.83,2.87
237,36,Female,Hockey,Cardio,117,High,109,3018,69,383,80,7.1,Low,5,,0,17.75,9.16,7.87
9794,31,Male,Hockey,Cardio,92,Low,76,3008,115,187,76,5.8,Low,6,,0,5.16,5.95,4.49
4406,37,Female,Baseball,Cardio,113,Low,138,1854,169,214,66,9.2,High,6,,0,7.61,2.16,4.69
7983,26,Male,Running,Cardio,46,High,125,3242,66,373,78,4.9,High,6,,0,5.1,9.33,1.23
3233,31,Male,Basketball,Strength,116,Low,111,2886,176,432,38,9.7,High,8,Minor,76,8.87,3.3,2.89
4201,26,Male,Basketball,Cardio,45,Medium,63,3772,138,489,36,6.1,Low,2,,0,6.19,1.53,4.7
5091,22,Male,Hockey,Endurance,36,Low,139,1722,195,202,46,8.9,Low,7,,0,16.59,9.02,9.37
4736,23,Female,Basketball,Cardio,52,Low,116,3571,97,237,87,8.7,Moderate,5,Moderate,38,13.78,7.76,5.27
1845,23,Female,Basketball,Endurance,45,High,105,3463,79,334,79,7.6,Moderate,2,,0,19.95,8.11,6.76
4715,30,Female,Football,Endurance,86,High,155,3061,148,342,50,7.4,High,4,Severe,47,16.89,7.43,3.48
1635,39,Female,Boxing,Strength,67,High,140,3665,91,497,83,8.6,Low,7,,0,17.78,4.05,3.9
4527,31,Male,Hockey,Endurance,63,Low,109,3419,105,488,54,8.3,Low,5,Minor,12,6.83,4.57,9.12
5695,22,Female,Basketball,Cardio,97,Medium,79,1613,191,427,55,9.2,High,8,,0,18.56,5.37,4.9
1329,29,Male,Running,Endurance,68,Medium,72,3235,187,279,25,9.0,Moderate,8,,0,8.27,4.63,2.05
2535,24,Female,Basketball,Strength,32,Medium,159,2645,98,437,91,5.8,Low,3,Minor,17,8.99,5.62,2.9
5253,25,Female,Tennis,Endurance,62,Low,120,2292,86,451,89,4.4,High,8,Minor,11,19.5,8.42,8.83
3156,18,Male,Tennis,Strength,104,Low,101,1506,54,237,65,9.4,Low,3,Moderate,34,13.11,4.85,7.46
3947,21,Female,Football,Endurance,115,High,91,2451,178,495,98,9.5,High,6,,0,5.1,8.6,9.79
5370,19,Female,Football,Cardio,37,Medium,174,3390,65,155,26,9.1,High,6,,0,10.03,5.13,9.46
2050,38,Male,Basketball,Cardio,52,Medium,135,1592,53,265,98,6.8,Low,7,,0,7.94,5.13,5.81
1547,29,Male,Cricket,Cardio,41,High,172,2140,192,470,94,6.4,Low,1,Minor,41,6.08,1.5,2.15
9793,35,Female,Volleyball,Endurance,30,High,152,2598,144,152,74,9.3,Low,7,,0,14.33,1.85,8.67
6298,23,Female,Running,Endurance,50,Medium,108,3921,128,391,85,9.8,Moderate,1,Moderate,65,16.81,7.58,1.05
7212,36,Male,Football,Strength,95,Low,137,2139,179,262,78,9.0,Low,2,,0,15.29,4.02,4.49
5888,31,Female,Football,Strength,84,High,171,1680,165,112,94,5.7,High,3,,0,10.37,6.09,5.37
4632,37,Female,Cricket,Endurance,33,Low,79,2211,186,199,94,5.5,Low,5,,0,14.98,5.72,8.3
1970,33,Female,Volleyball,Cardio,63,High,117,2701,124,416,73,5.4,Moderate,2,Minor,32,18.71,4.78,5.76
3402,34,Male,Running,Strength,113,Low,98,1821,74,219,57,7.1,High,3,,0,19.14,4.51,1.79
5256,21,Female,Running,Endurance,112,Medium,162,3024,169,422,37,5.3,Low,4,Moderate,66,19.74,7.14,4.68
8908,38,Male,Basketball,Endurance,76,Low,152,1933,88,153,59,7.8,Moderate,5,,0,7.01,7.41,4.76
9882,24,Male,Running,Strength,89,Medium,105,1907,151,356,66,10.0,Low,7,Minor,80,6.44,9.95,9.19
9782,38,Female,Football,Endurance,98,Medium,98,3778,183,409,27,4.5,Moderate,5,,0,6.69,6.77,3.33
3268,21,Male,Running,Strength,97,Medium,89,2635,52,277,49,6.5,High,9,,0,8.73,5.66,9.15
2538,20,Female,Football,Cardio,44,High,98,2166,109,329,27,6.3,Low,6,,0,19.46,7.7,3.55
25,36,Male,Running,Cardio,53,Medium,131,2503,117,462,28,5.4,High,1,,0,13.7,8.23,4.38
4288,39,Male,Running,Cardio,82,High,133,2727,171,171,80,6.9,High,8,Minor,77,10.85,4.14,7.86
8732,29,Male,Cricket,Cardio,103,Low,98,1734,71,321,33,8.2,Moderate,5,Minor,13,7.63,2.98,9.11
5643,31,Female,Volleyball,Strength,86,High,173,3839,178,199,98,7.2,Moderate,9,,0,6.02,4.71,5.93
1683,20,Male,Volleyball,Strength,110,Low,152,3453,134,417,53,9.7,Low,2,Minor,34,19.48,8.19,3.05
7918,25,Male,Basketball,Strength,87,Low,152,3309,194,302,66,4.3,High,8,,0,11.75,5.4,7.13
1781,36,Female,Basketball,Strength,116,High,147,1733,91,347,30,9.6,High,3,,0,8.43,1.64,6.53
8219,19,Female,Basketball,Cardio,110,Low,168,1642,59,454,96,8.2,High,6,Minor,41,19.97,4.16,4.56
3789,28,Female,Cricket,Cardio,63,Medium,105,2542,108,329,64,9.8,Low,8,Minor,35,16.45,5.74,3.99
4676,20,Female,Football,Strength,118,Low,105,1822,75,283,32,9.4,Low,4,Severe,64,16.44,8.49,1.9
588,30,Female,Football,Strength,42,Medium,156,1766,166,131,24,6.1,Moderate,4,,0,12.82,1.7,9.56
5172,21,Female,Hockey,Strength,80,Medium,70,3617,136,276,39,4.8,Moderate,4,Moderate,25,16.87,2.83,1.43
7166,38,Male,Football,Cardio,62,Low,142,2032,69,261,30,6.3,Moderate,7,,0,16.0,2.7,8.82
4980,35,Male,Basketball,Endurance,82,Medium,89,1991,164,106,86,9.2,Low,4,Minor,52,9.71,7.54,9.22
3868,20,Male,Hockey,Strength,110,Low,114,1548,100,113,20,4.3,Low,5,Moderate,79,6.44,1.25,7.55
2729,25,Female,Wrestling,Endurance,91,Low,76,2586,79,488,88,7.5,Moderate,2,,0,10.43,9.88,1.41
3872,31,Male,Volleyball,Endurance,117,High,64,2179,195,491,36,7.0,Low,7,,0,13.48,6.27,7.53
452,35,Male,Running,Endurance,33,Low,163,3006,121,203,68,8.5,Moderate,8,Minor,20,8.85,8.83,4.28
7118,21,Female,Football,Cardio,103,Medium,178,2631,123,415,80,8.6,Low,1,Moderate,10,13.23,7.18,8.18
6842,38,Male,Baseball,Cardio,99,High,117,3615,169,393,90,5.9,High,8,,0,11.8,7.41,7.96
7375,26,Male,Volleyball,Strength,55,Medium,178,2479,132,162,52,5.3,Moderate,2,,0,11.48,7.74,4.43
9729,34,Female,Football,Strength,117,Low,108,2181,97,351,60,9.1,Moderate,3,,0,9.28,3.39,3.05
2431,18,Male,Basketball,Endurance,114,High,82,2609,69,255,94,4.4,High,5,,0,15.93,5.32,6.22
6876,39,Male,Basketball,Endurance,96,High,61,2383,64,479,25,7.3,High,5,,0,14.48,4.42,5.53
9553,38,Female,Hockey,Strength,106,High,99,3108,149,450,50,6.8,Low,3,,0,16.37,3.07,6.05
4442,37,Female,Wrestling,Cardio,110,Medium,135,2264,50,486,76,9.8,Moderate,4,,0,7.21,4.9,7.1
9843,35,Female,Boxing,Endurance,114,Low,170,3005,75,305,50,8.9,High,4,,0,11.03,8.08,1.73
9879,25,Female,Hockey,Endurance,70,Low,148,3791,142,136,46,9.4,Moderate,3,Minor,50,5.45,7.49,2.47
867,33,Female,Football,Cardio,90,Medium,108,2939,185,121,51,4.9,High,1,Moderate,75,18.01,5.55,8.28
1352,31,Female,Baseball,Endurance,108,Medium,90,3105,165,184,86,8.8,High,7,,0,18.69,5.47,4.19
358,20,Female,Baseball,Endurance,42,Low,154,3932,195,236,93,9.9,High,8,,0,10.57,7.76,6.38
5004,31,Female,Running,Cardio,44,Medium,67,2158,152,450,34,5.5,Low,9,Minor,38,8.24,3.94,7.23
7626,31,Female,Football,Endurance,118,High,139,3786,156,197,88,8.1,High,8,Moderate,21,13.29,7.23,7.4
642,27,Female,Basketball,Strength,53,High,89,3417,189,368,40,7.6,Low,2,Moderate,88,16.76,4.27,7.98
6661,18,Female,Football,Endurance,91,Low,135,2200,187,400,45,4.3,Moderate,2,,0,19.21,1.83,3.89
1987,31,Male,Boxing,Endurance,64,Low,114,1759,70,496,54,8.8,Low,5,,0,5.85,2.23,8.01
7625,34,Male,Football,Endurance,78,Medium,120,3866,124,428,37,4.2,High,3,Minor,85,19.86,9.08,7.05
3875,31,Male,Tennis,Endurance,114,Low,145,1556,96,297,28,5.0,High,8,,0,14.13,7.71,4.48
4273,37,Male,Basketball,Cardio,108,Medium,91,2084,154,277,43,5.0,Moderate,9,,0,14.02,7.04,3.99
1678,25,Female,Basketball,Strength,78,Medium,138,2051,100,221,58,5.3,High,8,,0,19.52,3.6,2.26
9738,25,Male,Running,Endurance,82,Medium,63,2491,126,110,72,7.4,High,7,,0,16.96,1.07,7.92
8329,26,Male,Basketball,Cardio,61,Low,154,2493,195,256,61,5.5,High,9,,0,5.38,7.89,8.8
499,33,Male,Tennis,Cardio,37,Low,164,2010,84,216,35,9.3,Moderate,6,,0,18.38,9.86,1.86
1786,31,Female,Wrestling,Endurance,37,High,163,1672,90,209,65,7.8,Moderate,6,,0,19.57,3.32,1.53
2710,33,Male,Basketball,Endurance,49,Medium,92,2742,109,142,53,6.4,High,1,,0,17.96,5.54,5.84
1140,27,Male,Football,Endurance,110,Low,105,3783,178,273,85,9.7,Low,4,,0,14.71,6.58,9.14
9182,34,Female,Football,Cardio,75,Medium,107,3685,161,353,82,10.0,Moderate,1,,0,11.65,1.1,8.67
9504,24,Female,Running,Strength,106,High,72,3549,114,211,78,7.3,High,5,,0,8.4,5.5,4.4
8503,30,Male,Basketball,Cardio,55,Medium,76,3895,184,407,82,4.1,High,3,Moderate,44,7.99,9.28,5.22
1230,33,Female,Football,Strength,109,Medium,161,2271,57,447,46,6.1,Low,6,Moderate,80,18.82,3.42,5.75
5764,37,Male,Basketball,Cardio,58,Low,142,3103,154,486,25,7.8,Moderate,6,,0,12.15,1.56,1.87
977,36,Female,Basketball,Strength,71,High,150,2202,56,334,39,8.7,Low,3,,0,5.88,9.27,8.35
174,22,Female,Baseball,Strength,32,Medium,113,2371,142,416,43,5.4,Low,4,,0,17.19,7.73,7.1
4731,31,Male,Running,Cardio,115,High,176,2001,143,125,31,8.9,Moderate,6,Moderate,47,15.6,8.15,1.71
301,39,Female,Boxing,Strength,67,High,114,3541,52,124,42,8.6,Moderate,7,Minor,33,8.31,9.48,2.36
2506,24,Male,Running,Cardio,86,Low,177,3907,117,252,62,4.5,High,1,,0,10.68,9.27,3.55
186,24,Male,Football,Cardio,32,High,98,3778,144,298,39,8.5,Low,2,,0,9.21,6.44,8.12
4871,32,Female,Football,Strength,37,Medium,110,3363,102,185,26,9.3,Low,7,,0,16.03,5.46,6.57
2877,31,Female,Hockey,Strength,110,Medium,106,3415,107,199,35,8.6,Low,5,,0,15.11,2.66,3.67
539,23,Female,Basketball,Endurance,73,Low,101,3124,76,195,52,5.1,High,3,Severe,19,13.95,4.89,2.29
142,18,Male,Football,Cardio,49,High,62,3001,145,260,53,6.6,High,7,,0,8.02,3.86,1.18
4641,38,Female,Cricket,Endurance,108,Low,176,3918,89,293,38,6.8,High,4,,0,5.91,5.81,9.28
5040,32,Male,Volleyball,Cardio,59,Low,120,2315,119,292,47,8.1,High,6,,0,18.86,2.49,9.96
1989,27,Female,Basketball,Endurance,77,Medium,128,3930,78,416,69,7.4,Moderate,6,Moderate,34,13.09,1.88,8.8
4901,33,Male,Hockey,Cardio,73,High,86,2232,107,216,28,7.9,Low,4,,0,17.9,6.33,2.7
8087,19,Female,Boxing,Strength,119,Medium,150,3008,137,489,20,6.6,Moderate,1,,0,17.97,3.18,9.45
8012,19,Male,Baseball,Cardio,64,Medium,175,3067,150,167,95,8.5,High,6,,0,10.34,1.73,7.22
4633,37,Male,Volleyball,Strength,37,Low,151,2025,194,381,45,8.8,Moderate,8,,0,5.03,1.12,9.06
2843,36,Female,Football,Cardio,64,High,63,3474,187,338,58,8.8,Low,3,,0,15.84,4.0,9.68
5677,31,Male,Basketball,Strength,72,Medium,158,3474,53,289,96,8.8,Low,1,,0,14.58,6.45,2.36
841,18,Male,Basketball,Cardio,90,High,96,3089,182,170,76,5.6,High,4,Moderate,42,7.67,6.47,9.18
